key,source,target
291/1/6#0,アニメーション作品は、現在CLIP STUDIO MONOに登録できません。,Анимационные произведения сейчас нельзя зарегистрировать в CLIP STUDIO MONO.
291/1/7#0,複数ページのWebtoon作品は現在CLIP STUDIO MONOに登録できません。,Многостраничные вебтун-произведения сейчас нельзя зарегистрировать в CLIP STUDIO MONO.
291/1/8#0,"未保存のページがあります。
すべてのページを保存後にコマンドを実行してください。","未保存のページがあります。
すべてのページを保存後にコマンドを実行してください。"
291/1/9#0,"キャンバスが未保存のため、処理を実行できません。
保存後に再度実行してください。","キャンバスが未保存のため、処理を実行できません。
保存後に再度実行してください。"
291/1/10#0,"作品の基本設定とは異なるサイズのページが存在します。
該当するページは作品の基本設定と同じサイズに拡大・縮小して出力されます。","作品の基本設定とは異なるサイズのページが存在します。
該当するページは作品の基本設定と同じサイズに拡大・縮小して出力されます。"
291/1/11#0,"CLIP STUDIOのバージョンが低いため、登録処理を実行できません。
CLIP STUDIOをアップデートしてから再度実行してください。","CLIP STUDIOのバージョンが低いため、登録処理を実行できません。
CLIP STUDIOをアップデートしてから再度実行してください。"
291/1/12#0,"CLIP STUDIO MONO用データが%dMBを超えたため、データの登録ができません。
出力後のサイズが%dMB以内になるように画像サイズなどを調整してください。","CLIP STUDIO MONO用データが%dMBを超えたため、データの登録ができません。
出力後のサイズが%dMB以内になるように画像サイズなどを調整してください。"
291/1/13#0,"サンプルとして設定したタイムラプスが20MBを超えたため、データの登録ができません。
画像でのサンプルを検討してください。","サンプルとして設定したタイムラプスが20MBを超えたため、データの登録ができません。
画像でのサンプルを検討してください。"
291/1/14#0,"この機能を利用するには、CLIP STUDIO FORMAT 形式(拡張子: clip)で保存する必要があります。
CLIP STUDIO FORMAT 形式で保存後、再度実行してください。","この機能を利用するには、CLIP STUDIO FORMAT 形式(拡張子: клип)で保存する必要があります。
CLIP STUDIO FORMAT 形式で保存後、再度実行してください。"
291/1/15#0,このページを含む作品を登録するには CLIP STUDIO PAINT EX が必要です。,"Для регистрации произведения, содержащего эту страницу, требуется CLIP STUDIO PAINT EX."
291/1/16#0,"clipファイルがファイルオブジェクトとして含まれています。
アニメーション作品だった場合このアニメーションは再生されません。","клипファイルがファイルオブジェクトとして含まれています。
アニメーション作品だった場合このアニメーションは再生されません。"
291/1/17#0,"ムービーファイルがファイルオブジェクトとして含まれています。
このムービーファイルのアニメーションは再生されません。","ムービーファイルがファイルオブジェクトとして含まれています。
このムービーファイルのアニメーションは再生されません。"
292/1/1#0,作品をサンプルデータに追加しています。,Идёт добавление произведения в данные образца.
292/1/2#0,指定した画像ファイルをサンプルデータに追加しています。,Идёт добавление указанного файла изображения в данные образца.
293/1/1#0,サムネイル画像の登録先を作成しています。,Идёт создание места регистрации для эскизного изображения.
293/1/2#0,サムネイル画像の登録先作成に失敗しました。,Не удалось создать место регистрации для эскизного изображения.
293/1/3#0,サムネイル画像を登録中。,Идёт регистрация эскизного изображения.
293/1/4#0,サムネイル画像の登録に失敗しました。,Не удалось зарегистрировать эскизное изображение.
293/1/5#0,サムネイルを生成を開始しています。,Идёт запуск создания эскиза.
293/1/6#0,サムネイルの生成開始に失敗しました。,Не удалось запустить создание эскиза.
293/1/7#0,サムネイルを生成しています。,Идёт создание эскиза.
293/1/8#0,サムネイルの生成に失敗しました。,Не удалось создать эскиз.
293/1/9#0,サムネイル生成結果を取得しています。,Идёт получение результата создания эскиза.
293/1/10#0,サムネイル生成結果の取得に失敗しました。,Не удалось получить результат создания эскиза.
293/1/11#0,ネットワーク環境に問題が無いかご確認ください。,Убедитесь в отсутствии проблем с сетевым подключением.
293/1/12#0,サーバ側で処理が失敗しました。,Обработка на стороне сервера завершилась с ошибкой.
293/1/13#0,サーバが混みあっているため時間を空けて再度試してください。,Сервер перегружен. Повторите попытку позже.
293/1/14#0,サーバーと通信ができませんでした。通信状況を確認し、時間を置いて再度お試しください。,Не удалось связаться с сервером. Проверьте состояние подключения и повторите попытку позже.
294/1/1#0,このキャンバスは保存不可のため、保存・素材登録は実行できません。,"Этот холст не сохраняется, поэтому сохранение и регистрация материала невозможны."
295/1/1#0,Universal Serial,Универсальный сериал
295/1/2#0,CLIP STUDIO PAINT Path,CLIP STUDIO PAINT Путь
295/1/3#0,CLIP STUDIO Path,CLIP STUDIO Путь
295/1/4#0,UI Mode,Режим интерфейса
295/1/5#0,Studio Mode,Режим студии
295/1/6#0,Simple Mode,Простой режим
296/1/1#0,"Face
	XML_Version
		$ = 4.7.0
	ContentFrame
		Width
			$ =
		Height
			$ =
	ContentType
		$ = 4
	BgColor
		Red
			$ =
		Green
			$ =
		Blue
			$ =
	TotalPage
		$ =
	Version
		$ = 4.3
	Guid
		$ =
	Scramble
		Width
			$ =
		Height
			$ =
	OptionId
		$ = Webtoon
","Лицо
	XML_версия
		$ = 4,7,0
	Контентфрейм
		Ширина
			$ =
		Высота
			$ =
	Контенттипе
		$ = 4
	Фоновый цвет
		Красный
			$ =
		Зеленый
			$ =
		Синий
			$ =
	Всего страниц
		$ =
	Версия
		$ = 4,3
	Руководство
		$ =
	Схватка
		Ширина
			$ =
		Высота
			$ =
	OptionId
		$ = вебтун"
296/1/2#0,"Page
	PageNo
		$ =
	BgColor
		Red
			$ =
		Green
			$ =
		Blue
			$ =
	Sheet
		X
			$ = 1
		Y
			$ = 1
	PartCount
		$ = 1
	TotalPartSize
		$ =
	Part
		Kind
			@scramble = 1
			@No = 0000
			$ = 3
	StepRect
		X
			$ = 0
		Y
			$ = 0
		Width
			$ =
		Height
			$ =
	StepCount
		$ = 0
	Scramble
		$ =
","Страница
	Номер страницы
		$ =
	Фоновый цвет
		Красный
			$ =
		Зеленый
			$ =
		Синий
			$ =
	Лист
		Х
			$ = 1
		Да
			$ = 1
	Количество деталей
		$ = 1
	Тотальный размер детали
		$ =
	Часть
		Добрый
			@скрембл = 1
			@Нет = 0000
			$ = 3
	СтепРект
		Х
			$ = 0
		Да
			$ = 0
		Ширина
			$ =
		Высота
			$ =
	Количество шагов
		$ = 0
	Схватка
		$ ="
297/1/3#0,%d/%d page,%d/%d страница
297/1/4#0,"%d/%d, %d/%d page","%d/%d, %d/%d страница"
297/1/7#0,"%d/%d, %d/%d","%d/%d, %d/%d"
297/1/8#0,Cover page/Back cover page/%d,Страница обложки/Страница задней обложки/%d
297/1/9#0,New story folder,Новая папка истории
297/1/10#0,Story Information,Сведения о сюжете
297/1/11#0,Folio,Колонцифра
297/1/12#0,Left page,Левая страница
297/1/13#0,Right page,Правая страница
297/1/14#0,Template,Template
297/1/15#0,Set story information,Задать сведения о сюжете
297/1/16#0,Combine Pages,Объединить страницы
297/1/17#0,Split Pages,Разделить страницы
297/1/18#0,Change project settings,Изменить настройки проекта
297/1/19#0,"Could not open the page management file. 
The following %d page(s) could not be found. Please check the location of the file(s). 
%s","Не удалось открыть файл управления страницами. 
Следующие страницы %d не найдены. Пожалуйста, проверьте расположение файла(ов). 
%s"
297/1/20#0,"Could not open the page management file. 
%s files including the following page(s) could not be found. Please check the location of the file(s). 
%s","Не удалось открыть файл управления страницами. 
Не удалось найти файлы %s, включая следующие страницы. Пожалуйста, проверьте расположение файла(ов). 
%s"
297/1/21#0,Open support page,Открыть страницу поддержки
297/1/22#0,Close,Закрыть
297/1/23#0,Changing story information of each page...,Изменение сведений об истории каждой страницы...
297/1/24#0,Updating page settings...,Обновление настроек страниц...
297/1/25#0,Cannot change to single pages as the canvas or layer is uneditable.,"Нельзя изменить на одиночные страницы, так как холст или слой нередактируемы."
297/1/26#0,Changing name of page file.,Изменение имени файла страницы.
297/1/27#0,Page file names sorted.,Имена файлов страниц упорядочены.
297/1/28#0,"Page file names sorting canceled. 
 Some page files’ names have already been changed.","Сортировка имен файлов подкачки отменена. 
 Имена некоторых файлов подкачки уже изменены."
297/1/29#0,"Cannot execute in page management file of group work.

 Save it in a different location with [Save as] and try to execute it again.","Невозможно выполнить файл управления страницами групповой работы.

 Сохраните его в другом месте с помощью [Сохранить как] и попробуйте выполнить еще раз."
297/1/30#0,Some of the page files’ names couldn’t be changed.,Не удалось изменить имена некоторых файлов страниц.
297/1/31#0,"Couldn't save page management file. 

Try to execute [Sort page file name] again. 
Otherwise, save the file in a different location using [Save as].","Не удалось сохранить файл управления страницами. 

Попробуйте выполнить [Сортировать имя файла страницы] еще раз. 
В противном случае сохраните файл в другом месте, используя [Сохранить как]."
297/1/32#0,"An error occurred while updating the following page file(s). %sThe file name may have been changed, or the file may have been moved.","Произошла ошибка при обновлении следующих файлов страниц. %sВозможно, имя файла было изменено или файл был перемещён."
297/1/33#0,"Cannot perform this operation while background saving. 
Please wait a moment and try again.","Невозможно выполнить эту операцию во время фонового сохранения. 
Пожалуйста, подождите немного и повторите попытку."
297/1/34#0,"This operation cannot be performed as some files are background saving. 
Please wait a moment and try again.","Эту операцию невозможно выполнить, поскольку некоторые файлы сохраняются в фоновом режиме. 
Пожалуйста, подождите немного и повторите попытку."
297/1/35#0,Cover page,Страница обложки
297/1/36#0,Cover (inside),Обложка (внутренняя сторона)
297/1/37#0,Back cover (inside),Задняя обложка (внутренняя сторона)
297/1/38#0,Back cover page,Страница задней обложки
297/1/39#0,Body pages %d,Основных страниц %d
297/1/42#0,Thumbnail,Эскиз
297/1/43#0,Page,Страница
297/1/44#0,Printing file name,Имя файла для печати
297/1/45#0,Folio,Колонцифра
297/1/46#0,Basic expression color,Базовый цвет выражения
297/1/47#0,Resolution,Разрешение
297/1/48#0,Confirm,Подтвердить
297/1/49#0,Memo,Заметка
297/1/50#0,Color,Цвет
297/1/51#0,Gray,Серый
297/1/52#0,Monochrome,Монохромный
297/1/57#0,%d dpi,%d точек/дюйм
297/1/58#0,No printing,Без печати
297/1/59#0,No printing,Без печати
297/1/60#0,No item to confirm,Нет элементов для подтверждения
298/1/1#0, , 
298/1/2#0,Vector,Векторный
298/1/3#0,Main color,Основной цвет
298/1/4#0,Set color of line,Задать цвет линии
298/1/5#0,Sub color,Дополнительный цвет
298/1/6#0,"Specify sub color for blending, etc. ",Указать дополнительный цвет для наложения и т. д. 
298/1/7#0,Mode,Режим
298/1/8#0,Select the transformation mode of the vector handles.,Выберите режим преобразования векторных манипуляторов.
298/1/9#0,Move control points & Scale/Rotate,Переместить контрольные точки и масштабировать/повернуть
298/1/10#0,Move control points,Переместить контрольные точки
298/1/11#0,Adjust line thickness when scaling,Регулировать толщину линии при масштабировании
298/1/12#0,"When scaling with the outer handles, adjust the thickness of the line accordingly.",При масштабировании внешними манипуляторами соответственно регулировать толщину линии.
298/1/13#0,Frame Border,Граница рамки
298/1/14#0,Draw border,Нарисовать рамку
298/1/15#0,Draw frame border,Рисовать границу рамки
298/1/16#0,Thickness,Толщина
298/1/17#0,Specify width of frame border,Указать ширину границы рамки
298/1/18#0,Color,Цвет
298/1/19#0,Specify color of frame border,Указать цвет границы рамки
298/1/20#0,Snap lines to selected frame borders,Привязывать линии к выбранным границам рамок
298/1/21#0,"When drawing line with tool, it is drawn along this frame border",При рисовании линии инструментом она проводится вдоль этой границы рамки
298/1/22#0,Hide overlapping frame borders,Скрыть перекрывающиеся границы рамок
298/1/23#0,Hide lines overlapping with other frames in the same frame border folder.,"Скрывать линии, перекрывающиеся с другими рамками в той же папке границ рамок."
298/1/24#0,Font,Шрифт
298/1/25#0,Line space/alignment,Интервал/выравнивание строк
298/1/26#0,Text,Текст
298/1/27#0,Reading,Чтение
298/1/28#0,Text list,Список текста
298/1/29#0,Circular text,Текст по кругу
298/1/30#0,Compatibility,Совместимость
298/1/31#0,Balloon,Balloon
298/1/32#0,Line width,Ширина линии
298/1/33#0,Specify line width of balloon,Указать ширину линии облачка
298/1/34#0,Line/Fill,Линия/заливка
298/1/35#0,Create outline of balloon or fill inside.,Создать контур облачка или залить внутри.
298/1/36#0,Create fill,Создать заливку
298/1/37#0,Create line,Создать линию
298/1/38#0,Create line and fill,Создать линию и заливку
298/1/39#0,Line color,Цвет линии
298/1/40#0,Specify color of balloon line,Указать цвет линии облачка
298/1/41#0,Fill color,Цвет заливки
298/1/42#0,Specify color of balloon fill,Указать цвет заливки облачка
298/1/43#0,Fill opacity,Непрозрачность заливки
298/1/44#0,Change opacity of balloon fill,Изменить непрозрачность заливки облачка
298/1/45#0,Transform image,Преобразовать изображение
298/1/46#0,Transform,Трансформировать
298/1/47#0,Set up transformation options for images,Настроить параметры преобразования изображений
298/1/48#0,Transform mask,Преобразовать маску
298/1/49#0,Transform mask,Преобразовать маску
298/1/50#0,Set up transformation options for masks,Настроить параметры преобразования масок
298/1/51#0,Position,Положение
298/1/52#0,Set the position of the image,Задать положение изображения
298/1/54#0,Enter a horizontal coordinate to position the image.,Введите горизонтальную координату для размещения изображения.
298/1/56#0,Enter a vertical coordinate to position the image.,Введите вертикальную координату для размещения изображения.
298/1/57#0,Keep aspect ratio,Сохранять соотношение сторон
298/1/58#0,"When this is on, the image will keep its original aspect ratio (proportions) when scaled up or down.","Когда этот параметр включён, изображение сохраняет исходное соотношение сторон (пропорции) при увеличении или уменьшении."
298/1/59#0,Center of rotation,Центр поворота
298/1/60#0,Enter coordinates of the original image to set the center point for rotation and resizing.,"Введите координаты исходного изображения, чтобы задать центральную точку для поворота и изменения размера."
298/1/62#0,Enter a horizontal coordinate of the original image to set the center point for rotation and resizing.,"Введите горизонтальную координату исходного изображения, чтобы задать центральную точку для поворота и изменения размера."
298/1/64#0,Enter a vertical coordinate of the original image to set the center point for rotation and resizing.,"Введите вертикальную координату исходного изображения, чтобы задать центральную точку для поворота и изменения размера."
298/1/65#0,Top left,Сверху слева
298/1/66#0,Set the position of the top left of the image before transforming.,Задать положение левого верхнего угла изображения до преобразования.
298/1/67#0,Top right,Сверху справа
298/1/68#0,Set the position of the top right of the image before transforming.,Задать положение правого верхнего угла изображения до преобразования.
298/1/69#0,Bottom left,Снизу слева
298/1/70#0,Set the position of the bottom left of the image before transforming.,Задать положение левого нижнего угла изображения до преобразования.
298/1/71#0,Bottom right,Снизу справа
298/1/72#0,Set the position of the bottom right of the image before transforming.,Задать положение правого нижнего угла изображения до преобразования.
298/1/75#0,Layer,Слой
298/1/76#0,Layer opacity,Непрозрачность слоя
298/1/77#0,Set the opacity of the layer,Задать непрозрачность слоя
298/1/78#0,Image material,Image material
298/1/79#0,Image settings,Настройки изображения
298/1/80#0,Tiling,Замощение
298/1/81#0,Transformation settings,Настройки преобразования
298/1/82#0,Mesh,Сетка
298/1/83#0,Mesh/pins,Сетка/булавки
298/1/84#0,Reference,Источник
298/1/85#0,Tiling,Замощение
298/1/86#0,Tile image,Замостить изображение
298/1/87#0,How to tile,Способ замощения
298/1/88#0,Specify tiling pattern,Указать узор замощения
298/1/89#0,Tiling direction,Направление мозаики
298/1/90#0,Specify which way to tile,Указать направление замощения
298/1/91#0,Repeat,Повтор
298/1/92#0,Reverse,Обратить
298/1/93#0,Flip,Отразить
298/1/94#0,Vertical and horizontal,По вертикали и горизонтали
298/1/95#0,Only horizontal,Только по горизонтали
298/1/96#0,Only vertical,Только по вертикали
298/1/97#0,Mode,Режим
298/1/98#0,Select the transformation mode.,Выберите режим преобразования.
298/1/99#0,Scale/Rotate,Масштаб/Поворот
298/1/100#0,Scale,Масштабировать
298/1/101#0,Rotate,Повернуть
298/1/102#0,Free Transform,Свободная трансформация
298/1/103#0,Skew,Наклон
298/1/104#0,Distort,Искажение
298/1/105#0,Perspective,Перспектива
298/1/106#0,Mesh Transformation,Сеточная трансформация
298/1/107#0,Scale ratio,Коэффициент масштабирования
298/1/108#0,Configures the ratio of transformed image size to the original image size in %,Задаёт соотношение размера преобразованного изображения к размеру исходного изображения в %
298/1/109#0,W,Ш
298/1/110#0,Specify scaling ratio by % against width of original image,Указать коэффициент масштабирования в % относительно ширины исходного изображения
298/1/111#0,H,В
298/1/112#0,Specify scaling ratio by % against height of original image,Указать коэффициент масштабирования в % относительно высоты исходного изображения
298/1/113#0,Scale ratio,Коэффициент масштабирования
298/1/114#0,Configures the ratio of transformed image size to the original image size in %,Задаёт соотношение размера преобразованного изображения к размеру исходного изображения в %
298/1/115#0,Rotation angle,Угол поворота
298/1/116#0,Specify rotation angle of image from horizontal position,Указать угол поворота изображения от горизонтального положения
298/1/117#0,Adjust position,Настроить положение
298/1/118#0,Select pasting position of image.,Выберите положение вставки изображения.
298/1/119#0,Paper,Бумага
298/1/120#0,Canvas,Холст
298/1/121#0,Bleed border,Граница вылета за обрез
298/1/122#0,Trim margin,Поле обрезки
298/1/123#0,Inner border,Внутренняя граница
298/1/124#0,Free position,Свободное положение
298/1/125#0,Interpolation method,Метод интерполяции
298/1/126#0,Select how the colors of surrounding pixels will blend when the image is transformed.,Выберите способ смешивания цветов окружающих пикселей при преобразовании изображения.
298/1/127#0,Smooth edges (bilinear),Сглаженные края (билинейная)
298/1/128#0,Hard edges (nearest neighbor),Резкие края (метод ближайшего соседа)
298/1/129#0,Clear edges (bicubic),Чёткие края (бикубическая)
298/1/130#0,High accuracy (average colors),Высокая точность (усреднение цветов)
298/1/131#0,Smooth (oversampling),Сглаживание (передискретизация)
298/1/132#0,Change vector width,Изменить ширину вектора
298/1/133#0,Change line width of vector layer along with transformation,Изменять ширину линии векторного слоя вместе с преобразованием
298/1/134#0,Center of rotation,Центр поворота
298/1/135#0,Select method to specify center position while rotating.,Выберите способ указания центрального положения при повороте.
298/1/136#0,Reference point,Опорная точка
298/1/137#0,Select how to specify the position of the reference point,Выберите способ указания положения опорной точки
298/1/138#0,Center,Центр
298/1/139#0,Top left,Сверху слева
298/1/140#0,Top right,Сверху справа
298/1/141#0,Bottom right,Снизу справа
298/1/142#0,Bottom left,Снизу слева
298/1/143#0,Left,Слева
298/1/144#0,Top,Сверху
298/1/145#0,Right,Вправо
298/1/146#0,Bottom,Снизу
298/1/147#0,Free position,Свободное положение
298/1/148#0,Position,Положение
298/1/149#0,Move image to the specified position,Переместить изображение в указанное положение
298/1/151#0,Set horizontal position,Задать горизонтальное положение
298/1/153#0,Set vertical position,Задать вертикальное положение
298/1/154#0,Position unit,Единица положения
298/1/155#0,Select unit for the position,Выберите единицу для положения
298/1/156#0,Match canvas unit,Соответствовать единице холста
298/1/162#0,Horizontal grid points,Горизонтальные узлы сетки
298/1/163#0,Number of horizontal grid points on the mesh transformation,Количество горизонтальных узлов сетки при сеточном преобразовании
298/1/164#0,Vertical grid points,Вертикальные узлы сетки
298/1/165#0,Number of vertical grid points on the mesh transformation,Количество вертикальных узлов сетки при сеточном преобразовании
298/1/166#0,Select grid points (tap),Выбрать узлы сетки (касание)
298/1/167#0,Choose the selection mode when tapping grid points,Выберите режим выделения при касании узлов сетки
298/1/168#0,Select grid points (drag),Выбрать узлы сетки (перетаскивание)
298/1/169#0,Choose the selection mode when dragging over grid points,Выберите режим выделения при перетаскивании по узлам сетки
298/1/170#0,New selection,Новое выделение
298/1/171#0,Add to selection,Добавить к выделению
298/1/172#0,Remove from selection,Удалить из выделения
298/1/173#0,Toggle selection,Переключить выделение
298/1/174#0,Drag mode,Режим перетаскивания
298/1/175#0,Specify the behavior when dragging,Указать поведение при перетаскивании
298/1/176#0,Drag entire area,Перетаскивать всю область
298/1/177#0,Move the entire transformation area,Перемещать всю область преобразования
298/1/178#0,Drag segment,Перетаскивать сегмент
298/1/179#0,Move a specific segment between four grid points,Перемещать определённый сегмент между четырьмя узлами сетки
298/1/180#0,Select grid points,Выбрать узлы сетки
298/1/181#0,Select grid points within the rectangular selection area,Выбрать узлы сетки в прямоугольной области выделения
298/1/182#0,Command,Команда
298/1/183#0,Flip Horizontal,Отразить по горизонтали
298/1/184#0,Flip horizontal at center of rotation,Отразить по горизонтали относительно центра поворота
298/1/185#0,Flip Vertical,Отразить по вертикали
298/1/186#0,Flip vertical at center of rotation,Отразить по вертикали относительно центра поворота
298/1/187#0,Reset transformation,Сбросить трансформацию
298/1/188#0,Reset current transformation,Сбросить текущее преобразование
298/1/189#0,Keep aspect ratio,Сохранять соотношение сторон
298/1/190#0,"When this is on, the image will keep its original aspect ratio (proportions) when scaled up or down.","Когда этот параметр включён, изображение сохраняет исходное соотношение сторон (пропорции) при увеличении или уменьшении."
298/1/191#0,OK,OK
298/1/192#0,Confirm current transformation,Подтвердить текущее преобразование
298/1/193#0,Cancel,Отмена
298/1/194#0,Cancel current transformation,Отменить текущее преобразование
298/1/195#0,Keep original image,Сохранять исходное изображение
298/1/196#0,Move and transform while keeping the original image.,"Перемещать и преобразовывать, сохраняя исходное изображение."
298/1/197#0,Enable snapping,Включить привязку
298/1/198#0,Snap position to other handles and image materials,Привязывать положение к другим манипуляторам и материалам изображений
298/1/199#0,Mesh density,Плотность сетки
298/1/200#0,Sets the density of the mesh.,Задаёт плотность сетки.
298/1/201#0,Low,Низкое
298/1/202#0,Standard,Стандартный
298/1/203#0,High,Высокая точность
298/1/204#0,Expansion,Расширение
298/1/205#0,Expand the mesh area by a specified number of pixels.,Расширить область сетки на указанное число пикселей.
298/1/206#0,Show mesh,Показать сетку
298/1/207#0,Sets whether to show or hide the mesh.,"Задаёт, показывать или скрывать сетку."
298/1/208#0,Click pin,Щелчок по булавке
298/1/209#0,Choose the behavior when you select a pin.,Выберите поведение при выборе булавки.
298/1/210#0,Select pin,Выбрать булавку
298/1/211#0,Delete pin,Удалить булавку
298/1/212#0,Select pins (tap),Выбрать булавки (касание)
298/1/213#0,Choose the selection mode when tapping pins.,Выберите режим выделения при касании булавок.
298/1/214#0,Select pins (drag),Выбрать булавки (перетаскивание)
298/1/215#0,Choose the selection mode when dragging over pins.,Выберите режим выделения при перетаскивании по булавкам.
298/1/216#0,Correct pin rotation,Корректировать поворот булавки
298/1/217#0,Set whether to automatically correct the rotation angle of a pin when moving it.,"Задайте, автоматически ли корректировать угол поворота булавки при её перемещении."
298/1/218#0,Rotation angle,Угол поворота
298/1/219#0,Adjust the rotation angle of pins.,Регулировать угол поворота булавок.
298/1/220#0,Order,Порядок
298/1/221#0,Brings the area around the pin to the front.,Выдвигает область вокруг булавки вперёд.
298/1/222#0,Brings the area around the pin forward.,Выдвигает область вокруг булавки вперёд.
298/1/223#0,Sends the area around the pin backward.,Отправляет область вокруг булавки назад.
298/1/224#0,Sends the area around the pin to the back.,Отправляет область вокруг булавки на задний план.
298/1/225#0,Rotate bounding box,Повернуть ограничивающую рамку
298/1/226#0,Specify the angle of the bounding box relative to a horizontal position,Указать угол ограничивающей рамки относительно горизонтального положения
298/1/227#0,Auto action settings,Настройки автооперации
298/1/228#0,Record coordinates after transformation,Записать координаты после преобразования
298/1/229#0,Record scroll amount,Записать величину прокрутки
298/1/230#0,Select recording method of coordinates into auto action,Выберите способ записи координат в автооперацию
298/1/231#0,Object information,Сведения об объекте
298/1/232#0,Display object information,Показать сведения об объекте
298/1/233#0,File name,Имя файла
298/1/234#0,Display the name of the reference file,Показать имя эталонного файла
298/1/235#0,Path,Контур
298/1/236#0,Display the reference file path,Показать путь к эталонному файлу
298/1/237#0,Change file,Изменить файл
298/1/238#0,Open file,Открыть файл
298/1/239#0,Open folder,Открыть папку
298/1/240#0,Update file object,Обновить файловый объект
298/1/241#0,Layer name,Имя слоя
298/1/242#0,Displays the name of the reference layer,Показывает имя эталонного слоя
298/1/243#0,Status,Состояние
298/1/244#0,Displays the status,Показывает состояние
298/1/245#0,Rendering settings,Настройки рендеринга
298/1/246#0,Configure rendering settings,Настроить параметры рендеринга
298/1/247#0,Timeline,Временная шкала
298/1/248#0,Select the timeline to be displayed,Выберите шкалу времени для отображения
298/1/249#0,Playback time,Время воспроизведения
298/1/250#0,Displays the playback time,Показывает время воспроизведения
298/1/251#0,Display frame,Отображаемый кадр
298/1/252#0,Set the frame to be displayed,Задать отображаемый кадр
298/1/253#0,Layer Comps,Композиции слоёв
298/1/254#0,Select the layer comp to apply,Выберите компоновку слоёв для применения
298/1/255#0,Last document state,Последнее состояние документа
298/1/256#0,Do not apply,Не применять
298/1/257#0,Cancel,Отмена
298/1/258#0,Failure,Сбой
298/1/259#0,Unable to find reference,Не удалось найти эталон
298/1/260#0,Unable to find file,Не удалось найти файл
298/1/261#0,Unable to find layer,Не удалось найти слой
298/1/262#0,Unable to find timeline,Не удалось найти шкалу времени
298/1/263#0,Unable to find display frame,Не удалось найти отображаемый кадр
298/1/264#0,Unable to reference old file,Невозможно сослаться на старый файл
298/1/265#0,Unsupported format,Неподдерживаемый формат
298/1/266#0,Failure[%d],Сбой[%d]
298/1/267#0,The reference has been updated,Эталон обновлён
298/1/268#0,Fill,Заливка
298/1/269#0,Specify color of gradient,Указать цвет градиента
298/1/270#0,Flip,Отразить
298/1/271#0,Reverse the start and end points of the gradient,Поменять местами начальную и конечную точки градиента
298/1/272#0,Advanced Settings,Дополнительные настройки
298/1/273#0,Set transparency or current color,Задать прозрачность или текущий цвет
298/1/274#0,Shape,Фигура
298/1/275#0,Select gradient shape,Выберите форму градиента
298/1/276#0,Straight line,Прямая линия
298/1/277#0,Circle,Круг
298/1/278#0,Ellipse,Эллипс
298/1/279#0,Edge process,Обработка краёв
298/1/280#0,Select repeating gradient,Выберите повторяющийся градиент
298/1/281#0,Do not repeat,Не повторять
298/1/282#0,Repeat,Повтор
298/1/283#0,Reverse,Обратить
298/1/284#0,Not draw,Не рисовать
298/1/285#0,Dithering,Дизеринг
298/1/286#0,Add subtle noise to hide the transition between colors,"Добавить лёгкий шум, чтобы скрыть переход между цветами"
298/1/287#0,Anti-aliasing,Сглаживание
298/1/288#0,Anti-aliasing,Сглаживание
298/1/289#0,Apply effect to surrounding area to make jaggies less visible,"Применить эффект к окружающей области, чтобы сделать зубчатость менее заметной"
298/1/290#0,Area,Область
298/1/291#0,Size,Размер
298/1/292#0,Specify size of gradient,Указать размер градиента
298/1/293#0,Thickness,Толщина
298/1/294#0,Specify thickness of gradient,Указать толщину градиента
298/1/295#0,Angle,Угол
298/1/296#0,Specify angle of gradient,Указать угол градиента
298/1/297#0,Ink,Чернила
298/1/298#0,Opacity,Непрозрачность
298/1/299#0,Change opacity of drawing,Изменить непрозрачность рисунка
298/1/300#0,Blending mode,Режим наложения
298/1/301#0,Select mode for blending on canvas,Выберите режим наложения на холсте
298/1/302#0,Fill settings,Настройки заливки
298/1/303#0,Select fill settings,Выберите настройки заливки
298/1/304#0,Gradient,Gradient
298/1/305#0,Fill,Заливка
298/1/306#0,Fill,Заливка
298/1/307#0,Fill color,Цвет заливки
298/1/308#0,Specify color for filling,Указать цвет для заливки
298/1/309#0,Fill,Заливка
298/1/310#0,Color for filling,Цвет для заливки
298/1/311#0,Specify fill color,Указать цвет заливки
298/1/312#0,Ruler,Линейка
298/1/313#0,Snap lines to selected rulers,Привязывать линии к выбранным линейкам
298/1/314#0,"When drawing line with tool, it is drawn along this ruler",При рисовании линии инструментом она проводится вдоль этой линейки
298/1/315#0,Scale,Масштабировать
298/1/316#0,Set whether to show a measurement scale on the ruler and the unit.,"Задайте, показывать ли шкалу измерения на линейке, и единицу."
298/1/323#0,Equal division,Равное деление
298/1/324#0,Golden ratio,Золотое сечение
298/1/325#0,Number of divisions,Число делений
298/1/326#0,Change number of divisions when showing scale of equal division.,Изменить количество делений при показе шкалы равного деления.
298/1/327#0,Special ruler,Специальная линейка
298/1/328#0,Center X,Центр X
298/1/329#0,Center Y,Центр Y
298/1/330#0,Specify center position of special ruler by coordinates from top-left of canvas,Указать центральное положение специальной линейки координатами от левого верхнего угла холста
298/1/331#0,Angle,Угол
298/1/332#0,Specify direction of special ruler by angle,Указать направление специальной линейки углом
298/1/333#0,Perspective ruler,Линейка перспективы
298/1/334#0,Fix eye level,Зафиксировать линию горизонта
298/1/335#0,Maintain current eye level tilt.,Сохранять текущий наклон линии горизонта.
298/1/336#0,Horizontalize eye level,Выровнять линию горизонта по горизонтали
